Age,Gender,Occupation,Country,Stress_Level,Sleep_Hours,Work_Hours,Physical_Activity_Hours,Social_Media_Usage,Diet_Quality,Smoking_Habit,Alcohol_Consumption,split
62,Female,Education,USA,Low,8.6,35,4,0.6,Average,Heavy Smoker,Social Drinker,train
36,Male,IT,USA,High,5.0,67,7,2.8,Average,Regular Smoker,Social Drinker,train
18,Prefer not to say,Engineering,Australia,High,7.0,58,4,5.2,Unhealthy,Non-Smoker,Regular Drinker,train
65,Prefer not to say,Finance,Australia,High,7.7,41,5,5.7,Unhealthy,Occasional Smoker,Heavy Drinker,train
46,Female,Healthcare,USA,High,5.6,45,5,3.3,Unhealthy,Regular Smoker,Heavy Drinker,train
59,Prefer not to say,Education,UK,Medium,4.9,35,5,1.1,Healthy,Heavy Smoker,Regular Drinker,train
36,Female,Engineering,India,Low,8.8,40,6,1.1,Average,Regular Smoker,Social Drinker,train
29,Female,Other,Other,High,4.5,60,3,5.6,Unhealthy,Non-Smoker,Regular Drinker,train
55,Male,Other,USA,Medium,9.6,32,6,2.2,Unhealthy,Regular Smoker,Regular Drinker,train
36,Non-binary,Engineering,Canada,High,5.2,35,10,5.3,Average,Regular Smoker,Heavy Drinker,train
61,Male,Other,Canada,High,8.4,65,3,4.3,Unhealthy,Occasional Smoker,Regular Drinker,train
26,Male,Finance,Germany,Medium,9.2,59,2,2.7,Healthy,Occasional Smoker,Regular Drinker,train
20,Male,Finance,India,High,4.7,68,1,5.1,Average,Regular Smoker,Non-Drinker,train
35,Non-binary,Sales,USA,Medium,6.6,78,7,3.5,Average,Occasional Smoker,Social Drinker,train
18,Non-binary,Engineering,UK,Medium,5.2,55,5,2.0,Average,Non-Smoker,Regular Drinker,train
37,Prefer not to say,Sales,Canada,High,9.6,47,2,4.9,Unhealthy,Non-Smoker,Heavy Drinker,train
30,Non-binary,Other,USA,Low,9.1,64,5,2.8,Healthy,Non-Smoker,Non-Drinker,train
40,Non-binary,Education,Germany,Medium,9.5,69,2,3.4,Healthy,Non-Smoker,Regular Drinker,train
36,Prefer not to say,Healthcare,Canada,Medium,5.3,47,8,2.0,Healthy,Heavy Smoker,Regular Drinker,train
51,Prefer not to say,Sales,USA,High,8.5,75,0,5.3,Average,Non-Smoker,Regular Drinker,train
59,Female,Finance,UK,High,7.8,73,2,3.7,Healthy,Heavy Smoker,Regular Drinker,train
36,Male,Sales,Germany,Low,6.3,39,6,1.5,Healthy,Heavy Smoker,Social Drinker,train
43,Non-binary,Other,Germany,High,4.5,38,3,6.0,Unhealthy,Non-Smoker,Heavy Drinker,train
43,Female,IT,Germany,Medium,7.8,31,10,2.4,Average,Heavy Smoker,Regular Drinker,train
42,Prefer not to say,IT,Other,Medium,7.8,41,6,5.4,Unhealthy,Non-Smoker,Social Drinker,train
60,Non-binary,Education,India,High,4.2,39,4,5.1,Unhealthy,Regular Smoker,Regular Drinker,train
27,Prefer not to say,Engineering,Germany,High,5.0,63,3,2.5,Healthy,Regular Smoker,Non-Drinker,train
34,Non-binary,Engineering,Canada,Medium,6.3,41,5,2.0,Unhealthy,Occasional Smoker,Regular Drinker,train
55,Non-binary,Healthcare,Germany,Medium,6.7,38,8,2.8,Average,Heavy Smoker,Heavy Drinker,train
36,Female,Sales,USA,Low,8.0,36,4,3.0,Healthy,Regular Smoker,Non-Drinker,train
45,Prefer not to say,Other,Germany,High,4.8,72,2,5.3,Healthy,Heavy Smoker,Heavy Drinker,train
18,Male,Education,UK,High,4.5,76,6,1.1,Unhealthy,Occasional Smoker,Heavy Drinker,train
36,Prefer not to say,Healthcare,Canada,High,5.4,74,4,5.6,Unhealthy,Occasional Smoker,Heavy Drinker,train
19,Female,Healthcare,USA,High,4.6,57,1,3.2,Healthy,Regular Smoker,Heavy Drinker,train
28,Prefer not to say,Sales,UK,High,5.0,79,5,5.3,Average,Heavy Smoker,Social Drinker,train
23,Non-binary,Engineering,Australia,Medium,4.6,80,5,1.7,Average,Non-Smoker,Social Drinker,train
62,Male,Sales,Other,Low,7.5,35,10,2.1,Healthy,Heavy Smoker,Regular Drinker,train
44,Prefer not to say,Finance,Germany,Medium,9.4,40,2,0.9,Average,Regular Smoker,Heavy Drinker,train
36,Prefer not to say,Sales,India,High,8.5,47,3,5.1,Unhealthy,Non-Smoker,Regular Drinker,train
39,Prefer not to say,Finance,Canada,High,5.9,56,1,4.4,Average,Occasional Smoker,Social Drinker,train
26,Female,Healthcare,USA,Medium,6.7,33,0,2.1,Healthy,Regular Smoker,Regular Drinker,train
50,Non-binary,Healthcare,UK,High,9.3,66,2,5.8,Healthy,Regular Smoker,Social Drinker,train
34,Non-binary,Other,Australia,Medium,5.2,69,7,2.7,Unhealthy,Non-Smoker,Non-Drinker,train
62,Male,Education,Other,Medium,6.9,40,6,2.7,Healthy,Heavy Smoker,Heavy Drinker,train
39,Male,Sales,Canada,High,7.4,35,2,5.7,Unhealthy,Regular Smoker,Social Drinker,train
49,Non-binary,Healthcare,Germany,Medium,8.0,68,7,3.1,Unhealthy,Non-Smoker,Heavy Drinker,train
55,Prefer not to say,Other,Germany,Low,9.9,55,9,1.5,Healthy,Heavy Smoker,Social Drinker,train
25,Prefer not to say,Engineering,UK,Low,9.3,41,0,1.4,Unhealthy,Occasional Smoker,Non-Drinker,train
19,Prefer not to say,Other,Australia,Medium,8.7,76,9,6.0,Healthy,Occasional Smoker,Heavy Drinker,train
60,Prefer not to say,Engineering,Canada,Low,9.2,55,10,0.8,Unhealthy,Regular Smoker,Non-Drinker,train
65,Non-binary,Sales,India,Medium,7.1,43,0,0.7,Healthy,Heavy Smoker,Regular Drinker,train
30,Female,Healthcare,Canada,High,5.9,58,5,2.6,Average,Heavy Smoker,Heavy Drinker,train
52,Prefer not to say,Sales,Germany,Low,8.6,49,8,2.9,Average,Non-Smoker,Regular Drinker,train
26,Female,Engineering,Other,Low,5.8,42,10,0.5,Average,Occasional Smoker,Non-Drinker,train
57,Prefer not to say,Engineering,USA,Low,5.7,45,8,5.1,Average,Non-Smoker,Non-Drinker,train
22,Non-binary,Finance,Other,Medium,9.4,78,8,3.6,Unhealthy,Non-Smoker,Regular Drinker,train
63,Female,Engineering,USA,High,9.9,76,0,3.5,Average,Occasional Smoker,Regular Drinker,train
21,Male,Healthcare,Other,High,5.3,54,4,5.0,Unhealthy,Occasional Smoker,Non-Drinker,train
37,Female,Other,USA,High,6.0,61,5,3.9,Average,Heavy Smoker,Heavy Drinker,train
41,Non-binary,Sales,Australia,Medium,10.0,69,4,4.1,Healthy,Heavy Smoker,Social Drinker,train
38,Non-binary,Other,Other,Low,9.9,45,7,0.8,Average,Regular Smoker,Non-Drinker,train
35,Female,Finance,Canada,High,9.5,60,0,5.2,Unhealthy,Heavy Smoker,Heavy Drinker,train
38,Female,Education,Other,Medium,8.2,32,8,2.7,Unhealthy,Regular Smoker,Heavy Drinker,train
48,Non-binary,Finance,Canada,High,5.4,69,4,3.8,Unhealthy,Regular Smoker,Regular Drinker,train
26,Prefer not to say,Education,Canada,High,5.0,35,9,4.5,Unhealthy,Regular Smoker,Heavy Drinker,train
45,Female,Healthcare,Canada,Medium,7.1,38,7,3.4,Average,Regular Smoker,Heavy Drinker,train
23,Non-binary,Other,India,High,5.8,56,2,2.8,Healthy,Regular Smoker,Heavy Drinker,train
54,Female,Sales,USA,Medium,6.3,34,5,4.9,Average,Occasional Smoker,Social Drinker,train
30,Non-binary,Healthcare,Germany,High,6.7,34,3,5.1,Unhealthy,Non-Smoker,Heavy Drinker,train
22,Prefer not to say,Healthcare,Canada,High,6.9,33,5,4.4,Average,Regular Smoker,Regular Drinker,train
31,Female,Education,India,High,6.4,74,6,5.0,Average,Regular Smoker,Social Drinker,train
59,Male,Sales,Australia,High,6.2,77,0,2.1,Unhealthy,Regular Smoker,Heavy Drinker,train
19,Male,IT,USA,High,8.2,75,5,4.8,Unhealthy,Regular Smoker,Non-Drinker,train
42,Male,Other,India,High,8.9,41,2,3.4,Unhealthy,Regular Smoker,Heavy Drinker,train
35,Male,Sales,UK,Low,9.6,30,7,0.7,Average,Regular Smoker,Heavy Drinker,train
29,Male,IT,India,Medium,7.1,62,5,1.1,Unhealthy,Occasional Smoker,Social Drinker,train
31,Prefer not to say,Healthcare,Canada,High,4.6,48,5,0.8,Unhealthy,Regular Smoker,Heavy Drinker,train
63,Male,IT,Germany,Low,9.2,33,2,1.3,Healthy,Non-Smoker,Non-Drinker,train
34,Prefer not to say,Other,Australia,Low,9.9,44,8,2.7,Unhealthy,Occasional Smoker,Social Drinker,train
28,Prefer not to say,Sales,Germany,Low,4.1,30,6,1.3,Average,Non-Smoker,Social Drinker,train
29,Non-binary,Other,USA,High,9.1,69,0,3.1,Average,Heavy Smoker,Heavy Drinker,train
24,Non-binary,IT,Australia,High,4.3,47,0,5.6,Unhealthy,Heavy Smoker,Non-Drinker,train
34,Female,Healthcare,USA,Low,4.8,46,3,1.2,Healthy,Non-Smoker,Non-Drinker,train
34,Male,Other,Australia,High,5.1,79,7,3.6,Average,Heavy Smoker,Social Drinker,train
59,Prefer not to say,Engineering,Other,High,4.7,35,4,5.6,Unhealthy,Regular Smoker,Social Drinker,train
24,Non-binary,Education,Canada,Low,7.2,54,7,3.3,Healthy,Non-Smoker,Social Drinker,train
51,Prefer not to say,IT,India,Medium,9.9,73,10,2.3,Average,Heavy Smoker,Regular Drinker,train
30,Female,Education,Canada,High,5.7,55,3,4.5,Unhealthy,Non-Smoker,Social Drinker,train
46,Prefer not to say,Sales,Other,Medium,8.4,65,10,0.5,Unhealthy,Regular Smoker,Social Drinker,train
56,Non-binary,IT,USA,Low,7.7,62,8,2.3,Healthy,Heavy Smoker,Non-Drinker,train
38,Male,Engineering,Canada,High,6.4,63,1,4.2,Average,Regular Smoker,Social Drinker,train
39,Male,Other,Germany,Medium,6.1,54,8,1.2,Unhealthy,Occasional Smoker,Regular Drinker,train
30,Prefer not to say,Sales,India,Low,8.2,43,9,2.2,Unhealthy,Non-Smoker,Social Drinker,train
24,Prefer not to say,Healthcare,USA,High,4.7,54,5,4.9,Healthy,Heavy Smoker,Social Drinker,train
25,Female,Finance,India,Medium,4.2,42,0,3.4,Healthy,Regular Smoker,Non-Drinker,train
50,Non-binary,Finance,USA,Medium,5.4,52,8,1.3,Average,Occasional Smoker,Regular Drinker,train
45,Male,Engineering,Germany,Low,4.8,31,7,2.1,Healthy,Non-Smoker,Non-Drinker,train
55,Male,Finance,USA,Medium,6.3,55,8,4.8,Healthy,Heavy Smoker,Social Drinker,train
64,Male,Education,UK,High,8.4,31,6,5.3,Unhealthy,Heavy Smoker,Heavy Drinker,train
26,Male,Education,UK,High,6.6,66,6,1.7,Unhealthy,Regular Smoker,Regular Drinker,train
63,Non-binary,Engineering,Germany,Medium,4.3,34,9,3.8,Unhealthy,Non-Smoker,Heavy Drinker,train
21,Female,Healthcare,Germany,Medium,9.1,70,10,2.4,Unhealthy,Non-Smoker,Regular Drinker,train
37,Prefer not to say,Sales,India,Low,8.6,80,7,2.3,Healthy,Occasional Smoker,Regular Drinker,train
33,Prefer not to say,Finance,UK,High,6.6,52,6,3.0,Unhealthy,Heavy Smoker,Social Drinker,train
18,Female,Healthcare,USA,High,6.4,31,1,4.3,Average,Regular Smoker,Social Drinker,train
19,Male,Finance,Canada,Medium,9.9,47,8,2.9,Unhealthy,Occasional Smoker,Heavy Drinker,train
34,Male,Other,Germany,High,6.9,63,10,4.9,Average,Heavy Smoker,Social Drinker,train
53,Prefer not to say,Engineering,Australia,High,4.2,76,4,4.8,Unhealthy,Heavy Smoker,Heavy Drinker,train
39,Non-binary,Finance,UK,High,5.3,79,7,3.5,Average,Heavy Smoker,Heavy Drinker,train
50,Female,Healthcare,UK,Low,9.9,38,1,3.9,Healthy,Occasional Smoker,Social Drinker,train
61,Female,Education,Australia,Low,7.6,47,7,2.3,Healthy,Regular Smoker,Social Drinker,train
42,Female,Sales,India,High,4.2,68,1,3.0,Healthy,Occasional Smoker,Regular Drinker,train
18,Male,Education,Germany,Medium,5.5,65,8,2.0,Average,Regular Smoker,Non-Drinker,train
39,Male,Sales,Other,Low,8.4,78,7,1.0,Healthy,Non-Smoker,Non-Drinker,train
63,Female,Engineering,Canada,Medium,6.1,40,0,0.8,Average,Occasional Smoker,Regular Drinker,train
33,Non-binary,Healthcare,Canada,Medium,7.5,42,5,5.2,Average,Non-Smoker,Regular Drinker,train
39,Male,IT,Australia,Low,4.5,41,8,2.2,Average,Non-Smoker,Heavy Drinker,train
46,Non-binary,Finance,Canada,Low,8.2,46,3,1.7,Healthy,Occasional Smoker,Regular Drinker,train
25,Prefer not to say,Sales,Germany,High,6.5,46,3,5.6,Unhealthy,Non-Smoker,Regular Drinker,train
26,Prefer not to say,Other,Australia,Low,6.4,40,8,2.6,Healthy,Occasional Smoker,Non-Drinker,train
19,Prefer not to say,Education,UK,High,7.7,71,8,5.6,Healthy,Regular Smoker,Heavy Drinker,train
65,Prefer not to say,Finance,USA,Medium,4.8,48,8,2.2,Unhealthy,Heavy Smoker,Non-Drinker,train
43,Non-binary,IT,Other,Low,8.1,52,3,0.7,Healthy,Non-Smoker,Social Drinker,train
61,Female,Engineering,USA,Medium,6.7,76,1,4.1,Healthy,Occasional Smoker,Non-Drinker,train
54,Prefer not to say,Education,India,Medium,9.7,60,5,5.9,Healthy,Occasional Smoker,Heavy Drinker,train
51,Female,Other,Other,High,5.1,56,6,3.0,Healthy,Regular Smoker,Heavy Drinker,train
42,Male,IT,Other,High,4.8,64,0,2.6,Average,Regular Smoker,Heavy Drinker,train
61,Male,Sales,Australia,Low,7.1,44,4,1.3,Average,Regular Smoker,Non-Drinker,train
54,Non-binary,Sales,Germany,Low,9.7,46,1,0.9,Average,Non-Smoker,Regular Drinker,train
44,Male,IT,UK,High,5.2,79,4,4.7,Healthy,Occasional Smoker,Regular Drinker,train
27,Male,Engineering,USA,Low,6.5,44,10,1.9,Healthy,Occasional Smoker,Heavy Drinker,train
57,Female,Engineering,Other,High,7.4,78,2,1.9,Average,Regular Smoker,Heavy Drinker,train
42,Non-binary,Healthcare,Canada,Medium,7.6,70,0,1.1,Healthy,Non-Smoker,Heavy Drinker,train
19,Non-binary,IT,Other,High,5.2,69,5,4.7,Average,Non-Smoker,Heavy Drinker,train
18,Prefer not to say,IT,Germany,Medium,8.0,75,4,4.6,Unhealthy,Non-Smoker,Non-Drinker,train
40,Non-binary,IT,Germany,High,4.2,49,3,3.5,Unhealthy,Heavy Smoker,Regular Drinker,train
47,Female,Education,Australia,High,5.1,62,3,5.0,Unhealthy,Heavy Smoker,Non-Drinker,train
22,Prefer not to say,Education,Germany,High,7.5,35,0,4.2,Average,Regular Smoker,Heavy Drinker,train
22,Prefer not to say,Engineering,Germany,Medium,6.1,47,5,2.8,Unhealthy,Occasional Smoker,Non-Drinker,train
43,Prefer not to say,Healthcare,Canada,High,4.8,49,8,1.8,Unhealthy,Heavy Smoker,Regular Drinker,train
33,Male,Education,UK,Medium,8.7,40,4,3.9,Average,Regular Smoker,Regular Drinker,train
46,Male,Sales,Germany,Low,7.0,34,8,1.1,Average,Non-Smoker,Regular Drinker,train
18,Female,Healthcare,USA,High,5.7,77,2,2.9,Average,Occasional Smoker,Regular Drinker,train
36,Non-binary,IT,UK,High,9.6,50,3,3.2,Unhealthy,Heavy Smoker,Heavy Drinker,train
37,Non-binary,Other,Australia,Medium,9.8,41,9,5.7,Average,Heavy Smoker,Regular Drinker,train
19,Female,Finance,Canada,Medium,7.7,34,4,6.0,Average,Non-Smoker,Regular Drinker,train
63,Male,Finance,Australia,Low,8.6,49,3,1.7,Healthy,Occasional Smoker,Social Drinker,train
21,Female,IT,Australia,Low,8.6,56,6,1.8,Healthy,Non-Smoker,Social Drinker,train
39,Male,Sales,Australia,Low,7.2,60,7,4.5,Average,Non-Smoker,Non-Drinker,train
46,Female,Sales,Germany,High,6.5,69,8,5.3,Average,Regular Smoker,Heavy Drinker,train
60,Prefer not to say,Other,UK,Low,6.3,35,10,3.4,Healthy,Occasional Smoker,Social Drinker,train
50,Female,IT,Other,High,5.9,56,1,3.7,Healthy,Heavy Smoker,Social Drinker,train
48,Male,Healthcare,Australia,High,7.4,72,5,4.6,Unhealthy,Occasional Smoker,Non-Drinker,train
20,Male,IT,UK,High,5.6,46,2,2.6,Unhealthy,Non-Smoker,Heavy Drinker,train
42,Prefer not to say,Finance,UK,Low,5.3,43,7,1.5,Healthy,Non-Smoker,Social Drinker,train
61,Male,Engineering,Other,Low,8.3,44,3,3.4,Healthy,Non-Smoker,Non-Drinker,train
28,Female,Sales,Germany,High,4.5,53,4,3.8,Average,Regular Smoker,Regular Drinker,train
31,Prefer not to say,Other,UK,Low,5.5,38,7,3.1,Healthy,Non-Smoker,Regular Drinker,train
47,Non-binary,Engineering,UK,Medium,5.5,74,6,1.4,Healthy,Regular Smoker,Non-Drinker,train
57,Female,Healthcare,UK,High,8.9,59,3,4.6,Unhealthy,Regular Smoker,Regular Drinker,train
56,Male,Sales,Germany,Medium,6.9,42,7,4.4,Unhealthy,Occasional Smoker,Social Drinker,train
35,Prefer not to say,Engineering,India,High,4.5,52,1,4.8,Healthy,Regular Smoker,Regular Drinker,train
62,Prefer not to say,Healthcare,Australia,Low,8.9,44,1,1.9,Unhealthy,Non-Smoker,Social Drinker,train
29,Male,Sales,USA,High,4.0,70,2,3.0,Unhealthy,Heavy Smoker,Social Drinker,train
45,Non-binary,Other,UK,Low,9.6,47,7,1.5,Average,Non-Smoker,Heavy Drinker,train
27,Prefer not to say,Healthcare,USA,Medium,9.2,70,8,3.2,Average,Heavy Smoker,Social Drinker,train
62,Male,Education,UK,High,5.8,74,0,1.7,Average,Occasional Smoker,Social Drinker,train
26,Prefer not to say,Engineering,Australia,High,5.5,71,5,4.0,Average,Non-Smoker,Heavy Drinker,train
63,Prefer not to say,Sales,Other,High,7.0,76,1,4.5,Unhealthy,Heavy Smoker,Social Drinker,train
23,Male,IT,Canada,High,5.7,64,4,5.2,Average,Occasional Smoker,Social Drinker,train
37,Female,Other,Canada,Medium,8.2,34,7,2.7,Unhealthy,Regular Smoker,Regular Drinker,train
23,Female,Healthcare,Canada,Low,4.1,30,8,3.8,Average,Non-Smoker,Social Drinker,train
40,Female,Healthcare,Germany,Medium,5.9,45,2,1.5,Average,Non-Smoker,Heavy Drinker,train
50,Female,Healthcare,USA,High,6.7,74,3,3.9,Average,Non-Smoker,Regular Drinker,train
60,Non-binary,Engineering,USA,High,6.4,80,1,0.7,Average,Regular Smoker,Regular Drinker,train
29,Prefer not to say,Other,India,High,6.6,73,10,4.5,Average,Regular Smoker,Social Drinker,train
22,Female,Healthcare,Australia,High,5.6,64,9,3.6,Unhealthy,Heavy Smoker,Non-Drinker,train
38,Male,Healthcare,Australia,High,6.6,71,6,4.1,Unhealthy,Occasional Smoker,Social Drinker,train
58,Non-binary,Education,Other,High,4.7,79,1,4.1,Healthy,Occasional Smoker,Heavy Drinker,train
54,Male,Sales,Australia,High,5.1,62,6,1.3,Unhealthy,Regular Smoker,Heavy Drinker,train
43,Prefer not to say,Finance,Other,Low,9.8,76,7,1.4,Average,Heavy Smoker,Non-Drinker,train
44,Prefer not to say,Healthcare,Germany,High,4.6,77,2,1.2,Healthy,Regular Smoker,Regular Drinker,train
35,Female,IT,USA,High,5.0,64,7,4.8,Average,Heavy Smoker,Social Drinker,train
43,Male,Healthcare,UK,Low,9.9,46,6,2.1,Unhealthy,Non-Smoker,Regular Drinker,train
44,Male,Healthcare,Other,Low,9.8,51,8,0.7,Average,Occasional Smoker,Heavy Drinker,train
31,Non-binary,Other,Canada,High,8.3,78,1,4.3,Average,Occasional Smoker,Regular Drinker,train
61,Female,IT,Canada,High,5.0,61,2,4.3,Average,Heavy Smoker,Heavy Drinker,train
43,Non-binary,Finance,Australia,High,7.8,69,1,1.8,Average,Regular Smoker,Social Drinker,train
59,Male,Education,USA,Low,8.6,77,10,1.9,Unhealthy,Non-Smoker,Non-Drinker,train
43,Male,Engineering,Germany,High,4.6,67,1,4.0,Unhealthy,Heavy Smoker,Social Drinker,train
37,Female,IT,Other,High,8.4,72,5,5.5,Unhealthy,Regular Smoker,Regular Drinker,train
18,Male,IT,UK,High,7.0,77,0,3.1,Average,Heavy Smoker,Heavy Drinker,train
32,Female,Engineering,Other,Low,9.5,69,9,5.4,Healthy,Occasional Smoker,Non-Drinker,train
53,Female,Sales,India,High,8.3,53,4,3.9,Unhealthy,Heavy Smoker,Regular Drinker,train
30,Female,Sales,USA,High,6.5,65,0,1.7,Average,Regular Smoker,Regular Drinker,train
63,Prefer not to say,Finance,Australia,Low,7.7,49,9,1.0,Healthy,Occasional Smoker,Regular Drinker,train
23,Female,Healthcare,Australia,High,6.6,74,3,4.8,Average,Heavy Smoker,Heavy Drinker,train
64,Prefer not to say,Education,Canada,Low,9.7,40,4,1.0,Unhealthy,Non-Smoker,Social Drinker,train
41,Non-binary,Finance,Germany,Low,8.5,35,8,1.7,Unhealthy,Non-Smoker,Non-Drinker,train
59,Female,Sales,India,High,8.9,60,2,4.4,Unhealthy,Regular Smoker,Social Drinker,train
51,Female,Education,UK,Low,6.2,32,6,1.8,Average,Non-Smoker,Social Drinker,train
47,Female,Education,Other,High,6.3,69,2,1.5,Unhealthy,Occasional Smoker,Regular Drinker,train
18,Prefer not to say,IT,Canada,Medium,8.6,71,10,5.2,Healthy,Occasional Smoker,Heavy Drinker,train
64,Female,Other,UK,High,5.0,76,4,4.2,Unhealthy,Occasional Smoker,Regular Drinker,train
45,Male,Healthcare,Germany,High,4.4,67,3,4.4,Unhealthy,Occasional Smoker,Heavy Drinker,train
42,Prefer not to say,IT,Canada,Low,4.8,49,5,3.4,Healthy,Non-Smoker,Non-Drinker,train
63,Prefer not to say,Engineering,Other,Low,6.8,35,8,0.7,Healthy,Occasional Smoker,Social Drinker,train
42,Non-binary,Sales,USA,Medium,5.9,46,9,3.4,Unhealthy,Heavy Smoker,Non-Drinker,train
64,Male,IT,Other,Low,6.0,37,9,1.7,Average,Non-Smoker,Non-Drinker,train
59,Female,Engineering,Australia,High,4.3,50,8,4.6,Unhealthy,Regular Smoker,Heavy Drinker,train
57,Female,Sales,UK,High,4.2,33,2,4.4,Healthy,Regular Smoker,Heavy Drinker,train
55,Prefer not to say,IT,Australia,High,9.5,54,0,2.8,Average,Heavy Smoker,Heavy Drinker,train
53,Non-binary,Healthcare,Australia,High,5.0,40,7,5.9,Unhealthy,Occasional Smoker,Heavy Drinker,train
33,Female,Other,Other,High,5.6,38,9,5.1,Unhealthy,Regular Smoker,Heavy Drinker,train
43,Female,Other,Australia,Medium,9.8,78,6,4.4,Healthy,Heavy Smoker,Non-Drinker,train
24,Female,Finance,UK,Medium,5.9,35,5,0.8,Unhealthy,Occasional Smoker,Social Drinker,train
54,Non-binary,Engineering,Canada,Low,7.4,38,5,1.1,Healthy,Regular Smoker,Social Drinker,train
45,Prefer not to say,Other,Germany,Low,7.3,35,10,0.5,Unhealthy,Occasional Smoker,Social Drinker,train
58,Non-binary,Healthcare,UK,Medium,7.5,80,6,2.1,Average,Non-Smoker,Regular Drinker,train
22,Female,Finance,UK,High,9.8,75,6,5.1,Unhealthy,Non-Smoker,Heavy Drinker,train
47,Prefer not to say,Healthcare,India,High,5.2,53,0,4.6,Average,Non-Smoker,Social Drinker,train
45,Male,Education,Germany,Medium,6.6,39,6,4.4,Healthy,Occasional Smoker,Heavy Drinker,train
44,Non-binary,Finance,Germany,Medium,6.7,48,2,3.4,Average,Non-Smoker,Social Drinker,train
50,Non-binary,Education,USA,High,5.0,41,0,4.1,Average,Regular Smoker,Regular Drinker,train
60,Non-binary,Engineering,Other,High,6.3,79,4,5.4,Unhealthy,Occasional Smoker,Regular Drinker,train
30,Prefer not to say,Education,Other,Medium,9.9,53,3,4.5,Healthy,Occasional Smoker,Social Drinker,train
58,Male,Education,India,Low,7.8,34,5,1.8,Healthy,Occasional Smoker,Social Drinker,train
40,Non-binary,Other,Canada,High,6.6,76,9,4.6,Unhealthy,Occasional Smoker,Heavy Drinker,train
18,Non-binary,Sales,Australia,High,7.2,64,5,5.7,Average,Heavy Smoker,Non-Drinker,train
48,Non-binary,Other,India,High,9.4,53,3,4.6,Unhealthy,Regular Smoker,Non-Drinker,train
30,Prefer not to say,Other,India,High,4.2,66,7,3.7,Unhealthy,Non-Smoker,Regular Drinker,train
34,Female,IT,Australia,Medium,9.1,48,0,2.0,Unhealthy,Occasional Smoker,Social Drinker,train
47,Male,Sales,Canada,Low,5.8,37,7,1.0,Average,Non-Smoker,Regular Drinker,train
23,Prefer not to say,Finance,Germany,High,5.6,50,7,5.8,Unhealthy,Non-Smoker,Heavy Drinker,train
33,Non-binary,Other,India,Medium,5.3,32,2,1.6,Healthy,Heavy Smoker,Social Drinker,train
30,Prefer not to say,Engineering,India,High,5.0,42,4,3.1,Unhealthy,Occasional Smoker,Heavy Drinker,train
26,Prefer not to say,Sales,Australia,Low,7.7,35,2,2.3,Healthy,Occasional Smoker,Non-Drinker,train
42,Male,Healthcare,Germany,High,4.9,41,4,5.8,Unhealthy,Heavy Smoker,Heavy Drinker,train
48,Female,Engineering,Canada,High,4.8,38,3,1.7,Unhealthy,Occasional Smoker,Heavy Drinker,train
